Date,Site,"Station
Depth
(m)","Sample
Depth
(m)",Sample Depth (category),Time,"Latitude
(decimal degrees)","Longitude
(decimal degrees)",Sky,"Secchi
Depth
(m)","CTD Temperature
(°C)","CTD Specific Conductivity
(µS/cm)","CTD Beam Attenuation
(m-1)","CTD Transmission
(%)","CTD Dissolved Oxygen
(mg/L)","CTD Photosynthetically Active Radiation
(µE/m2/s)","Turbidity
(NTU)","Particulate
Microcystin
(µg/L)","Dissolved
Microcystin
(µg/L)","Extracted
Phycocyanin
(µg/L)","Extracted
Chlorophyll ?
(µg/L)",Total Phosphorus (µg/L),Total Dissolved Phosphorus (µg/L),Soluble Reactive Phosphorus (µg/L),Ammonia (µg/L),Nitrate + Nitrite (mg/L),Urea (µg/L),Particulate Organic Carbon (mg/L),Particulate Organic Nitrogen (mg/L),Dissolved Organic Carbon (mg/L),Colored Dissolved Organic Material absorbance (m-1) at 400nm ,Total Suspended Solids (mg/L),Volatile Suspended Solids (mg/L)
9/20/2017,SB5,3.4,0.75,Surface,10:03,43.8969,-83.8607,cloudy/light fog/haze,1.3,20.6,265.4,3.2,44.7,7.24,328,4.41,0.19,<0.1,1.6,7.28,19.97,4.35,7.32,22.05,0.008,2.07,1.55,0.19,3.4,0.46,5.35,2.98
9/20/2017,SB14,3.9,0.75,Surface,11:02,43.7384,-83.6399,partly cloudy + hazy,1.5,20.6,234.6,2.8,49.3,7.86,1130,3,0.16,<0.1,1.45,7.83,13.46,3.86,3.7,27.58,0.007,1.8,1.6,0.18,2.77,0.37,4.95,3.68
9/27/2017,SB1,3.9,0.75,Surface,12:03,43.6404,-83.6621,mostly cloudy,1,22.1,234.7,4.6,31.9,6.28,380,7.52,0.14,<0.1,3.12,11.28,18.72,4.06,3.53,4.43,0.005,2.21,2.48,0.28,3.6,0.54,10.56,5.54
9/27/2017,SB2,4.1,0.75,Surface,12:47,43.668,-83.8091,mostly cloudy,1,21.6,293.2,4.4,32.9,7.6,285,6.76,0.23,0.11,7.35,15.54,30.02,5.58,4.54,8.92,0.012,3.23,2.29,0.31,4.06,0.83,7.72,4.38
9/27/2017,SB4,6.4,0.75,Surface,9:28,43.738,-83.8777,mostly cloudy,1.1,21.8,336,3.4,43,7.59,299,4.87,0.31,<0.1,7.15,10.34,21.48,5.65,4.52,16.07,0.004,2.41,1.52,0.24,3.82,0.91,5.24,3.42
9/27/2017,SB5,3.7,0.75,Surface,10:25,43.8965,-83.8614,partly/mostly cloudy,1.1,22.4,263.9,3.5,42.1,7.07,431,4.3,<0.1,<0.1,1.64,8,17.44,7.77,6.24,6.02,0.004,1.18,1.77,0.21,3.43,0.47,5.32,10.38
9/27/2017,SB14,3.9,0.75,Surface,11:21,43.7394,-83.6417,mostly cloudy,1,21.7,261.9,4.3,34.2,6.87,440,6.23,0.45,<0.1,2.87,12.9,19.79,3.85,4.26,19.62,0.005,<0.9,2.63,0.29,3.56,0.57,8.8,4.58
10/5/2017,SB1,3.9,0.75,Surface,11:45,43.64,-83.6628,clear,0.8,18.1,246.4,5.5,25.2,7.95,165,7.24,0.21,<0.1,2.99,11.64,19.53,2.15,4.36,10.49,0.02,2.21,3.09,0.33,3.35,,12.88,8.18
10/5/2017,SB2,4,0.75,Surface,12:29,43.6675,-83.8086,clear,0.8,18.1,261.8,5.9,23.1,8.09,155,8.2,0.31,<0.1,3.98,14.89,29.1,3.42,5.08,5.95,0.019,2.68,3.31,0.32,3.74,,13.08,6.86
10/5/2017,SB4,6.4,0.75,Surface,9:18,43.7377,-83.8783,clear,1,18.1,305.3,3.9,37.9,9.32,58,5.42,0.65,<0.1,14.56,20.3,28.92,3.19,5.8,4.78,0.011,3.02,2.13,0.27,3.67,,10.32,6.94
10/5/2017,SB5,3.6,0.75,Surface,10:09,43.8962,-83.8627,clear,1.3,18.1,331.4,3.3,43.6,8.02,77,5.34,1.06,0.11,29.11,18.72,26.33,3.61,5.62,3.75,0.008,4.18,0.48,0.05,3.81,,7.12,4.7
10/5/2017,SB14,3.9,0.75,Surface,11:03,43.7387,-83.6409,clear,0.8,17.8,249,6.1,21.6,8.45,128,9.39,0.25,<0.1,3.26,13.13,22.82,1.68,4.4,3.65,0.022,2.07,3.57,0.52,3.38,,15.44,9.7
6/28/2018,SB1,3.8,0.75,Surface,10:49,43.6402,-83.6616,sunny,1,,,,,,,4.03,0.58,<0.1,3.84,12.32,10.89,2.57,2.35,3.46,0.298,,2.07,0.3,,1.01,7.5,5.21
6/28/2018,SB2,3.9,0.75,Surface,11:24,43.6672,-83.8068,sunny,1.4,,,,,,,3.07,0.37,<0.1,4.25,10.72,12.68,4.1,1.85,3.59,0.267,,1.76,0.31,,0.84,6.23,4.28
6/28/2018,SB4,6.3,0.75,Surface,8:38,43.7365,-83.8772,sunny,1.7,,,,,,,2.75,0.59,<0.1,2.94,12.12,12.48,2.28,1.84,3.67,0.161,,1.34,0.25,,0.92,5.7,3.71
6/28/2018,SB5,3.5,0.75,Surface,9:21,43.8967,-83.861,sunny,3.7,,,,,,,0.59,0.11,<0.1,0.43,0.98,6.69,2.48,2.41,25.6,0.372,,0.22,0.08,,0.64,0.67,0.87
6/28/2018,SB14,3.8,0.75,Surface,10:15,43.7389,-83.6404,sunny,6.5,,,,,,,1.17,<0.1,<0.1,0.45,2.73,4.74,1.24,2.12,15.15,0.238,,0.47,0.09,,0.33,1.77,0.98
7/18/2018,SB1,4,0.75,Surface,11:53,43.6416,-83.662,sunny,1,25.6,278.5,3.4,42.5,6.9,1712,3.78,0.58,0.12,5.32,,12.6,1.62,1.47,4.34,0.085,,1.95,0.25,,0.65,7.33,4.64
7/18/2018,SB2,4.2,0.75,Surface,12:27,43.6677,-83.8068,sunny,0.5,25.1,351.3,6.6,19.3,7.07,1235,7.49,0.37,0.12,26.42,,41.38,2.85,1.79,3.86,0.208,,3.83,0.52,,1.6,13.47,9.01
7/18/2018,SB4,6.7,0.75,Surface,8:54,43.7387,-83.8764,mostly sunny,0.8,24.7,301.5,3.6,40.2,6.23,274,6.03,0.59,0.1,10.38,17.16,19.71,1.5,4.66,24.22,0.114,,1.71,0.27,,0.92,9.17,4.44
7/18/2018,SB5,3.7,0.75,Surface,10:14,43.8968,-83.8603,mostly sunny,0.8,,,,,,,5.36,1.02,0.22,6.17,15.47,14.78,1.29,3.6,3.69,0.008,,3.03,0.36,,0.89,10.93,7.58
7/18/2018,SB14,4,0.75,Surface,11:16,43.7383,-83.6403,mostly sunny,1.3,24,292.3,4.4,33.4,6.01,410,4.49,0.73,0.1,7.53,15.28,11.96,1.5,3.16,2.5,0.061,,2.75,0.34,,0.75,10.17,6.41
8/1/2018,SB1,3.9,0.75,Surface,11:06,43.6401,-83.6615,overcast,0.5,23.7,312.9,7,17.5,6.78,257,7.97,<0.1,<0.1,5.16,18.39,26.04,1.53,2.49,2.44,0.008,,4.75,0.46,,0.91,17,11.93
8/1/2018,SB2,4.1,0.75,Surface,11:42,43.6674,-83.8069,overcast,0.8,24.1,293.4,5.2,27,6.48,994,7.51,0.34,<0.1,5.08,17.29,21.26,2.02,1.54,1.96,0.005,,3.21,0.42,,0.76,11.5,7.23
8/1/2018,SB4,6.5,0.75,Surface,8:36,43.7385,-83.8774,overcast,0.8,23.8,305.4,4.8,29.8,7.03,140,6.7,0.56,<0.1,7.26,13.56,18.48,1.68,3.77,3.45,0.014,,2.06,0.31,,0.86,10,6.03
8/1/2018,SB5,3.7,0.75,Surface,9:30,43.8965,-83.8609,overcast,0.8,23.5,290.1,5.4,25.8,7.54,503,6.05,0.67,<0.1,3.44,13.11,19.14,2.13,2.45,2.6,0.005,,2.99,0.35,,0.73,11.7,8.33
8/1/2018,SB14,4,0.75,Surface,10:29,43.7386,-83.6401,mostly cloudy,1,23.7,245.7,4.6,31.8,7.98,484,6.27,0.26,<0.1,5.95,15.92,11.73,1.6,3.51,2.48,0.013,,2.84,0.33,,0.55,12.2,8.53
8/16/2018,SB1,3.9,0.75,Surface,11:57,43.6395,-83.6614,sunny,0.9,26.6,313.7,5.1,28.3,7.33,1011,9.43,0.3,<0.1,1.5,9.68,20.86,5.59,4.12,3.47,0.012,,2.53,0.31,,0.8,10.8,7.15
8/16/2018,SB2,3.6,0.75,Surface,12:30,43.6674,-83.8077,sunny,0.8,26.4,340.9,5.2,27.4,7.99,753,6.87,1.73,<0.1,11.66,18.01,24.23,5.52,4.85,7.56,0.018,,1.89,0.33,,1.03,10.93,6.62
8/16/2018,SB4,6.5,0.75,Surface,8:40,43.7374,-83.8769,sunny,1.2,25.3,296.5,3.6,41.1,6.88,292,6.9,1.5,<0.1,6.79,13.46,20.17,4.93,4.04,4.14,0.01,,1.53,0.26,,0.77,8.33,5.62
8/16/2018,SB5,3.7,0.75,Surface,10:27,43.8959,-83.8611,partly cloudy,1,25.7,286.6,4.2,35.3,7.2,403,5.38,1.5,<0.1,5.14,11.23,18.76,5.11,2.89,6.16,0.018,,1.56,0.31,,0.67,9,6.69
8/16/2018,SB14,4,0.75,Surface,11:26,43.7382,-83.6399,sunny,1.4,26,272.8,3,46.8,7.23,922,4.21,1.61,<0.1,3.84,9.04,12.96,4.37,4.48,2.98,0.03,,1.29,0.23,,0.55,6.53,4.22
9/13/2018,SB1,4.1,0.75,Surface,10:20,43.6418,-83.6616,sunny,0.8,19.8,316.9,5.2,27.3,8.17,74,5.89,4.95,<0.1,5.79,12.66,17.51,6.68,2.55,6.46,0.028,,4.2,0.28,,0.89,11.36,7.57
9/13/2018,SB2,4.2,0.75,Surface,10:53,43.6675,-83.8076,sunny,0.8,19.9,303.7,5.1,27.9,8.45,660,5.93,4.06,<0.1,2.96,10.52,20.32,6.48,2,6.31,0.067,,2.62,0.35,,0.67,10.12,7.13
9/13/2018,SB4,6.5,0.75,Surface,8:21,43.7377,-83.8773,sunny,0.8,19.1,305.9,5,28.9,7.31,43,7.21,6.69,<0.1,7.95,15.86,24.92,6.47,1.51,6.48,0.03,,2.4,0.39,,0.83,10.03,5.68
9/13/2018,SB5,3.7,0.75,Surface,9:03,43.8968,-83.8611,partly cloudy,0.9,19.5,261.7,3.3,44.1,8.26,348,6.26,4.96,<0.1,6.27,12.27,20.72,4.8,1.48,6.49,0.003,,1.68,0.2,,0.55,8,4.31
9/13/2018,SB14,4.1,0.75,Surface,9:50,43.7399,-83.6413,sunny,1.4,19.7,250.1,2.7,51.2,8.38,98,3.79,5.24,<0.1,2.69,8.35,13.48,4.04,4.16,6.36,0.025,,1.59,0.2,,0.41,5.53,3.88
10/3/2018,SB1,3.8,0.75,Surface,9:50,43.6401,-83.661,overcast,0.8,14.2,273.3,,,9.94,,8.04,0.1,0.17,4.51,12,20.41,8.58,2.11,6.22,0.004,,3.03,0.38,,0.46,14,9.35
10/3/2018,SB2,4,0.75,Surface,9:18,43.6686,-83.8067,overcast,1,14.2,271.6,,,10.12,,6.68,0.79,0.1,11.72,19.5,25.98,5.69,2.18,6.5,0.015,,2.67,0.36,,0.55,10.2,6.35
10/3/2018,SB4,6.5,0.75,Surface,8:30,43.7378,-83.8771,overcast,0.5,14.6,310.5,,,8.81,,15.4,1.27,0.14,17.9,31.59,46.42,6.69,1.75,11.95,0.065,,3.23,0.47,,0.94,19.8,7.55
10/3/2018,SB14,4.6,0.75,Surface,10:16,43.7388,-83.6404,overcast,1,14.9,255.9,,,9.82,,7.88,0.34,0.12,6.3,14.82,20.09,5.49,2.29,6.51,0.005,,3.08,0.34,,0.39,10.8,9.62
